cluster	pdb	uniclust	scop	pfam	full
47200	0	0	0	0	0
16340	0	0	0	0	0
27426	1	1	1	1	1
23995	1	1	1	1	1
18872	1	1	1	1	1
23992	0	1	0	0	1
5317	1	1	1	1	1
41966	0	1	0	0	1
15597	0	1	0	0	1
17294	0	0	0	0	0
23449	1	1	0	1	1
27280	1	1	1	1	1
41968	0	0	0	0	0
23443	0	0	0	0	0
23441	0	1	0	0	1
19495	0	0	0	0	0
13023	0	0	0	0	0
14926	0	0	0	0	0
32108	1	1	1	1	1
345	0	0	0	0	0
346	0	1	0	0	1
18241	1	0	0	0	1
39108	1	1	1	0	1
7511	1	1	1	1	1
343	1	1	0	1	1
8800	0	0	0	0	0
29424	1	1	1	1	1
39100	0	0	0	0	0
39102	0	1	0	0	1
39103	1	1	1	1	1
32307	1	1	1	1	1
32654	0	1	0	0	1
32657	1	1	1	1	1
19371	0	0	0	0	0
19370	0	1	0	0	1
32301	0	1	0	0	1
19372	0	1	1	1	1
33310	1	1	1	1	1
32658	1	1	1	1	1
6152	1	1	1	0	1
12706	1	1	1	1	1
42452	0	0	0	0	0
42455	1	1	1	1	1
44045	0	1	0	0	1
10963	0	1	0	0	1
10962	0	0	0	0	0
26489	1	1	1	1	1
25661	0	0	0	0	0
4526	1	1	1	0	1
26484	1	1	1	1	1
8302	0	0	0	0	0
46487	0	0	0	0	0
21105	1	1	1	1	1
30843	0	0	0	0	0
21109	0	0	0	0	0
8300	0	1	0	0	1
16491	0	1	0	0	1
30664	0	1	1	0	1
16493	1	1	1	1	1
16492	1	1	1	1	1
22711	0	1	0	0	1
6728	0	0	0	0	0
6584	0	1	0	0	1
15528	1	1	1	1	1
25590	0	0	0	0	0
43050	0	1	1	0	1
43057	1	1	1	1	1
43508	0	0	0	0	0
43501	0	1	0	0	1
43500	1	1	1	1	1
43503	0	0	0	0	0
43502	0	0	0	0	0
46263	0	0	0	0	0
32934	0	0	0	0	0
46261	0	0	0	0	0
6588	0	1	0	0	1
46265	0	0	0	0	0
49768	1	1	1	1	1
49765	1	0	0	1	1
19016	1	1	1	1	1
49761	1	1	1	1	1
8203	0	0	0	0	0
38437	1	1	1	0	1
22909	1	1	1	0	1
38432	1	1	1	1	1
33915	0	0	0	0	0
22907	1	1	0	0	1
4811	1	1	1	1	1
11637	1	1	1	1	1
2043	0	0	0	0	0
2041	0	0	0	0	0
4819	1	1	1	1	1
17876	1	1	1	1	1
2049	1	1	1	1	1
9415	0	1	0	0	1
10639	0	1	0	0	1
9417	0	1	0	0	1
10637	0	0	1	0	1
9419	0	0	0	0	0
10634	1	1	1	1	1
10633	1	1	1	1	1
11618	1	1	1	0	1
39414	1	1	1	0	1
14132	1	1	1	1	1
3154	1	1	1	0	1
33472	1	1	1	0	1
33473	1	1	1	1	1
33471	1	1	1	1	1
27990	0	0	0	0	0
17728	1	1	1	1	1
17724	0	1	1	0	1
27999	1	1	0	0	1
17726	0	0	0	0	0
39068	0	0	0	0	0
36537	1	1	1	1	1
36958	1	1	1	1	1
36538	0	1	1	1	1
36539	0	0	0	0	0
10167	0	1	1	1	1
11085	0	1	0	0	1
33183	1	0	1	0	1
10165	1	1	1	1	1
36024	1	1	1	0	1
33218	0	0	0	0	0
33210	1	1	1	1	1
33216	0	1	0	0	1
33215	1	1	1	0	1
34973	1	1	1	1	1
34971	0	1	0	0	1
48148	0	1	0	0	1
36950	1	1	1	1	1
34974	0	0	0	0	0
48145	1	1	1	1	1
34978	1	1	1	1	1
9619	0	0	0	0	0
48412	1	1	1	1	1
20411	1	1	1	1	1
20412	1	0	1	0	1
10092	0	1	1	0	1
39744	0	1	0	0	1
10090	1	1	1	1	1
39742	1	1	1	0	1
10096	0	0	0	0	0
39741	1	1	1	1	1
10099	0	0	0	0	0
39748	1	1	1	1	1
41761	0	1	0	0	1
15669	0	0	0	0	0
15661	1	1	0	1	1
31640	1	1	1	1	1
19279	0	0	0	1	1
29568	0	0	0	0	0
7075	1	1	1	1	1
7076	1	1	1	1	1
37951	0	1	0	0	1
14395	1	1	1	1	1
37776	1	1	1	1	1
37955	1	1	1	1	1
18631	1	1	1	0	1
18630	1	1	1	1	1
5810	0	0	0	0	0
14398	1	1	1	1	1
14399	0	0	0	0	0
18638	0	0	0	0	0
15447	1	1	1	1	1
8162	0	0	0	0	0
8161	0	1	0	0	1
15444	1	1	1	1	1
8167	0	0	0	0	0
15442	1	1	1	1	1
6970	1	0	0	1	1
12496	0	1	0	0	1
8168	1	1	1	1	1
15919	0	0	0	0	0
15449	1	1	1	1	1
16775	1	1	1	1	1
39357	0	0	0	0	0
39356	1	1	1	1	1
50258	1	1	0	1	1
50709	0	1	0	1	1
50254	1	1	1	1	1
26713	0	0	0	0	0
50704	1	1	1	0	1
26715	1	1	1	1	1
26714	0	1	0	0	1
26717	1	1	1	1	1
50700	1	1	1	1	1
47505	1	1	1	1	1
47508	0	1	0	0	1
8388	0	0	0	0	0
34792	0	1	0	0	1
34790	1	1	1	1	1
34791	1	1	1	1	1
40419	0	1	0	0	1
24411	1	0	1	0	1
24414	1	0	0	1	1
24417	1	1	1	1	1
24418	1	1	1	0	1
4381	0	0	0	0	0
4387	0	1	1	1	1
4386	0	1	1	0	1
1371	0	0	0	0	0
1370	1	1	0	1	1
1372	0	0	0	1	1
402	1	1	1	1	1
28218	0	1	0	0	1
1376	0	0	0	0	0
28744	0	1	0	0	1
28217	0	0	0	0	0
28746	0	1	1	0	1
28963	0	0	0	0	0
28212	0	0	0	0	0
28965	1	0	0	0	1
409	1	1	1	1	1
28743	1	1	0	0	1
22479	0	1	0	1	1
41219	1	1	1	1	1
22472	0	0	0	1	1
22475	1	1	1	0	1
22476	0	1	1	0	1
9463	0	0	0	0	0
13721	1	1	1	1	1
13722	1	1	1	1	1
13724	1	1	0	0	1
4034	1	0	1	1	1
4037	0	1	0	0	1
43263	0	0	0	0	0
13728	0	0	0	0	0
43268	0	1	1	0	1
11378	1	1	1	1	1
11377	0	0	0	0	0
11371	0	0	0	0	0
11372	1	1	1	1	1
19418	1	1	1	1	1
51079	0	1	0	0	1
51076	0	1	0	0	1
19144	1	1	1	1	1
19145	1	1	1	1	1
19415	0	1	0	0	1
32820	1	1	1	1	1
35846	1	0	1	0	1
43197	0	0	0	0	0
32797	0	0	0	0	0
32790	0	0	0	0	0
32791	0	0	0	0	0
32792	1	1	1	1	1
23878	1	1	1	1	1
32799	0	0	0	0	0
26957	0	1	0	0	1
27141	0	0	0	0	0
27147	1	1	1	1	1
26953	0	0	0	0	0
25438	0	1	0	0	1
28097	0	0	0	0	0
36236	1	1	1	1	1
36233	1	1	1	1	1
36232	1	1	1	1	1
25125	1	0	0	0	1
24518	0	0	0	0	0
42021	0	1	0	0	1
46015	1	1	1	1	1
42023	1	1	1	1	1
46010	0	1	1	0	1
46011	1	0	1	0	1
46018	0	0	0	0	0
8566	0	1	0	0	1
28327	0	1	0	0	1
2454	0	1	0	1	1
35842	0	0	0	0	0
39919	0	1	0	0	1
7859	0	0	0	0	0
39917	1	1	1	0	1
34952	0	0	0	0	0
16808	1	1	1	1	1
47399	1	1	1	1	1
20476	1	1	1	1	1
16800	0	1	1	0	1
16804	1	1	1	0	1
6368	1	1	1	1	1
6363	0	1	1	0	1
12133	0	0	0	0	0
12130	0	1	1	0	1
12136	1	1	0	0	1
12137	1	1	1	1	1
6364	1	1	1	1	1
10152	1	1	1	1	1
10403	1	1	0	0	1
36497	1	1	1	1	1
10157	0	0	0	0	0
36495	1	1	1	1	1
10408	0	0	0	0	0
21664	1	1	1	1	1
36941	0	1	1	1	1
24830	1	1	1	1	1
28311	1	1	1	1	1
18848	0	1	0	0	1
18849	0	1	0	0	1
37548	1	1	1	1	1
33048	1	1	1	1	1
14897	1	1	1	1	1
18841	1	1	1	1	1
14894	1	1	1	1	1
18844	0	1	1	0	1
33042	1	1	1	1	1
21734	0	0	0	0	0
14890	0	0	0	0	0
41222	1	1	1	1	1
41223	0	0	0	0	0
45274	1	1	1	1	1
48317	1	1	1	1	1
48318	0	0	0	0	0
26646	0	1	0	0	1
43427	1	1	1	1	1
5497	0	0	0	0	0
26967	1	1	1	1	1
26965	0	0	0	0	0
40175	0	0	0	0	0
26968	1	1	1	1	1
49951	1	1	1	1	1
49404	1	1	1	1	1
23881	1	1	1	1	1
49402	0	0	0	0	0
49403	1	1	1	1	1
14091	0	1	0	0	1
49958	0	1	0	0	1
49959	0	1	0	0	1
3232	1	1	1	1	1
5199	0	1	0	0	1
3237	0	1	1	0	1
3235	1	1	0	1	1
1612	1	1	1	1	1
5192	0	1	0	0	1
41598	1	1	1	1	1
41592	1	0	1	0	1
28208	0	0	0	0	0
41594	0	0	0	0	0
41595	0	0	0	0	0
2873	1	1	0	1	1
40318	0	1	0	0	1
2871	0	1	1	0	1
18437	1	1	1	1	1
2875	0	1	0	0	1
44325	1	1	1	1	1
2879	1	1	1	1	1
44320	0	0	0	0	0
44322	0	1	0	0	1
14273	1	1	1	1	1
14272	0	1	1	0	1
14276	0	0	0	0	0
28517	1	1	0	1	1
14274	1	1	1	1	1
14668	1	1	1	1	1
21997	0	1	0	0	1
20065	1	1	1	1	1
45894	1	1	1	1	1
20067	0	1	0	0	1
38749	1	1	1	0	1
45890	1	1	1	1	1
45893	1	1	0	0	1
45892	0	0	0	0	0
5443	1	1	1	1	1
5446	1	0	1	0	1
5444	1	1	1	1	1
34898	1	1	1	1	1
30536	0	1	0	0	1
30532	0	0	0	0	0
34897	1	1	1	1	1
30247	1	1	1	1	1
12922	1	1	1	1	1
5507	1	1	1	1	1
5504	1	1	1	1	1
18155	0	0	0	0	0
34091	0	1	0	0	1
38298	0	1	0	0	1
34095	0	1	0	0	1
38293	1	1	1	1	1
12798	1	1	1	1	1
38295	0	0	1	0	1
15609	1	1	1	1	1
541	0	1	0	0	1
2847	1	1	0	1	1
23605	0	1	0	0	1
27774	1	1	1	1	1
27776	1	0	0	0	1
27771	1	1	1	1	1
30188	0	1	0	0	1
48948	0	1	0	0	1
48949	1	1	1	1	1
5137	1	1	1	1	1
3320	0	0	0	0	0
6564	0	0	0	0	0
6561	0	0	0	0	0
35144	0	0	1	0	1
7686	0	0	0	0	0
7685	0	0	0	0	0
35140	1	1	1	1	1
29600	1	1	1	1	1
35143	1	1	1	0	1
25953	1	1	1	1	1
25956	1	1	1	1	1
25957	1	1	1	0	1
25955	1	1	1	1	1
32497	1	1	1	1	1
32496	0	1	1	0	1
3825	1	1	1	1	1
23464	0	0	0	0	0
32491	0	1	0	0	1
32490	0	0	0	0	0
23468	1	1	1	1	1
3327	0	1	0	0	1
3829	0	0	0	0	0
34634	1	1	1	0	1
2768	1	1	1	1	1
34631	1	0	1	1	1
8449	0	0	0	0	0
35320	1	1	1	1	1
31376	0	1	1	0	1
35854	1	1	1	1	1
31374	0	0	0	0	0
50063	1	1	1	1	1
366	0	1	1	0	1
35329	0	1	0	0	1
364	0	1	0	0	1
39161	0	1	0	0	1
35858	0	0	0	0	0
7532	1	1	0	0	1
32672	0	1	1	0	1
19357	1	1	1	0	1
45887	0	1	0	0	1
16124	0	0	0	0	0
19359	0	0	0	0	0
16654	0	1	1	1	1
16120	1	1	1	1	1
16123	1	1	1	1	1
7405	1	1	1	0	1
12729	0	1	0	0	1
12727	0	0	0	0	0
12725	1	1	1	1	1
12724	1	1	1	1	1
12723	1	1	1	1	1
12722	1	1	1	0	1
12720	1	1	1	1	1
7406	1	1	1	1	1
10983	0	0	0	0	0
25601	1	1	1	0	1
24601	0	1	0	1	1
24600	0	0	0	0	0
38071	1	1	1	1	1
36490	0	1	1	0	1
46469	0	1	0	0	1
24958	1	1	1	1	1
21129	0	1	0	0	1
24955	0	1	0	0	1
21125	0	0	0	0	0
24951	1	1	1	0	1
21121	1	1	1	1	1
24952	0	0	0	0	0
38987	1	1	1	0	1
22732	0	1	0	0	1
38750	0	1	0	0	1
19739	0	1	0	0	1
22738	0	0	0	0	0
32218	1	1	1	1	1
2200	1	1	1	1	1
2202	0	0	0	0	0
19084	0	0	0	0	0
20766	0	0	0	0	0
11583	1	1	1	1	1
11581	0	0	0	0	0
43031	1	1	1	1	1
43033	0	1	0	0	1
5816	0	1	0	0	1
43525	0	0	0	0	0
33987	0	0	0	0	0
21388	1	1	1	1	1
16051	0	1	0	0	1
21380	1	1	1	0	1
46204	1	0	1	1	1
16502	0	0	0	0	0
41961	1	1	0	1	1
41166	1	1	1	1	1
901	1	1	1	0	1
41965	0	0	0	0	0
17299	1	1	1	1	1
17529	0	1	0	0	1
41969	1	1	1	1	1
17295	0	1	0	0	1
37758	1	1	1	1	1
13457	1	0	1	0	1
4833	1	1	1	1	1
4523	1	1	1	1	1
7993	1	1	1	1	1
7992	1	0	0	1	1
9435	1	1	1	1	1
11630	0	0	0	0	0
11633	1	1	1	1	1
42047	1	1	1	1	1
33189	1	1	1	1	1
22681	1	1	1	1	1
5298	0	1	0	0	1
33182	0	1	0	0	1
5297	0	0	0	0	0
5294	1	1	1	0	1
5293	1	1	1	1	1
5290	0	0	0	0	0
13181	1	1	1	1	1
13182	1	1	1	1	1
20657	0	0	0	0	0
20654	0	1	0	0	1
13189	0	0	0	0	0
20650	1	1	1	1	1
27971	1	1	0	1	1
15935	1	1	1	1	1
36554	1	1	1	1	1
30988	1	1	1	1	1
42926	1	1	1	1	1
20385	0	0	0	0	0
20386	0	0	0	0	0
6997	0	1	0	0	1
20382	0	0	0	0	0
20383	1	1	1	1	1
20388	1	1	1	1	1
48439	0	1	1	0	1
48128	1	1	1	1	1
34951	0	0	1	0	1
48120	0	0	0	0	0
48121	1	1	1	0	1
34954	1	1	1	1	1
20477	0	1	1	0	1
20474	0	0	0	0	0
9025	0	0	0	0	0
9295	1	1	1	1	1
39764	0	1	0	0	1
9298	1	1	1	1	1
39767	0	1	0	0	1
39760	0	1	0	0	1
39761	1	1	1	0	1
39762	0	1	1	0	1
39763	0	1	0	0	1
11964	1	1	1	0	1
18435	1	1	1	0	1
11962	1	1	1	1	1
11963	0	0	0	0	0
15600	1	1	1	1	1
15603	1	1	1	0	1
15602	0	1	1	0	1
41789	0	0	0	0	0
12924	1	1	0	1	1
12929	0	1	0	0	1
41780	0	0	0	0	0
41782	1	1	1	1	1
10214	1	1	1	0	1
10216	1	1	1	1	1
10219	1	1	1	1	1
10218	1	1	1	1	1
7053	1	1	1	0	1
7050	0	0	0	0	0
7056	0	0	0	0	0
33982	0	1	0	0	1
33983	0	1	0	0	1
37756	0	0	0	0	0
33236	1	1	1	1	1
33237	0	1	0	0	1
37977	0	0	0	0	0
37976	0	1	0	0	1
37975	0	1	0	0	1
37974	1	1	1	1	1
37072	1	1	1	1	1
30763	1	1	1	1	1
15931	0	0	0	0	0
40303	1	1	1	1	1
15936	0	0	0	0	0
30765	0	0	1	0	1
8638	0	1	0	0	1
6994	1	1	1	1	1
34407	1	0	1	1	1
34405	1	1	1	1	1
34402	0	1	1	0	1
30981	0	0	0	0	0
40787	1	1	1	1	1
40785	0	0	0	0	0
26732	1	1	1	1	1
40780	0	0	0	0	0
40781	0	0	0	0	0
26739	1	1	1	1	1
40789	1	1	1	1	1
24380	0	0	0	0	0
37414	0	0	0	0	0
50278	1	1	1	1	1
24386	1	1	1	1	1
24387	1	1	1	1	1
24388	1	1	1	0	1
31585	1	1	1	1	1
50275	1	1	1	1	1
52	1	1	1	0	1
31580	1	1	1	1	1
24123	0	0	0	0	0
47835	1	1	1	1	1
47526	0	0	0	0	0
47524	1	1	1	1	1
47832	0	0	0	0	0
37412	1	1	1	1	1
25006	1	1	1	0	1
50	0	0	0	0	0
50181	1	1	1	1	1
50183	0	1	0	0	1
43894	1	0	1	0	1
20132	0	1	0	0	1
9991	1	1	1	1	1
50188	0	1	0	0	1
40436	1	1	1	1	1
40437	0	0	0	0	0
9995	1	1	1	1	1
9994	0	0	0	0	0
9997	0	1	0	0	1
9996	0	0	1	0	1
11034	1	1	1	1	1
48640	0	0	0	0	0
28230	1	1	1	1	1
28233	1	1	1	1	1
28239	0	0	0	0	0
428	1	1	1	0	1
28728	1	1	1	1	1
28729	0	0	0	0	0
38173	0	1	0	0	1
1399	0	0	1	0	1
28354	1	1	0	1	1
28722	0	1	0	0	1
422	1	1	1	1	1
28726	0	0	0	0	0
1392	1	1	1	1	1
427	0	1	0	0	1
38179	1	1	1	1	1
50989	1	1	1	1	1
43201	1	1	1	1	1
50981	1	1	1	0	1
39997	0	1	0	0	1
50983	1	1	1	1	1
32804	0	0	0	0	0
11359	0	1	1	0	1
19162	1	1	1	1	1
11351	1	1	0	1	1
35462	1	1	1	1	1
23674	1	1	1	1	1
23819	0	1	0	0	1
19291	0	1	1	0	1
46810	0	1	1	0	1
23811	1	1	1	1	1
23813	1	1	1	1	1
47652	1	1	1	1	1
27129	1	1	1	1	1
27123	0	1	0	0	1
27124	0	0	0	0	0
27127	0	0	1	0	1
25417	1	1	1	1	1
25144	1	1	1	0	1
2331	0	1	1	0	1
25149	0	1	0	0	1
42642	0	0	0	0	0
13627	1	1	1	0	1
15234	1	1	1	0	1
48247	0	1	0	0	1
27401	1	1	1	1	1
27701	1	1	1	1	1
4712	1	1	1	0	1
42009	1	1	1	1	1
42557	1	1	1	1	1
13622	1	1	1	1	1
42550	0	0	0	0	0
42553	1	1	1	1	1
42552	1	1	1	1	1
45361	0	0	0	0	0
6692	1	1	1	1	1
6691	1	1	1	1	1
17491	0	0	0	0	0
39971	1	1	1	1	1
45015	1	1	1	1	1
2439	1	1	1	1	1
2438	0	1	1	0	1
41511	1	1	1	1	1
2430	0	0	0	0	0
4719	0	1	0	0	1
7838	1	1	1	1	1
19832	0	0	0	0	0
32113	1	1	1	0	1
32110	0	1	1	0	1
16351	0	1	1	0	1
7830	1	0	1	1	1
32118	1	1	1	1	1
19839	1	1	1	1	1
6343	0	1	1	0	1
12113	0	0	0	0	0
12114	0	1	0	0	1
12115	1	1	1	1	1
12117	0	1	0	0	1
6348	0	1	0	0	1
17199	0	1	0	0	1
17198	0	0	0	0	0
17195	0	1	0	0	1
17190	0	0	0	0	0
44547	1	1	0	1	1
9607	0	1	0	0	1
36963	0	0	0	0	0
10172	0	0	0	0	0
36960	0	0	0	0	0
10175	0	0	0	0	0
10176	0	0	0	0	0
36964	0	1	1	0	1
46696	0	0	0	0	0
21244	0	1	0	0	1
21713	0	1	1	0	1
46693	0	0	0	0	0
20503	1	1	1	1	1
11032	1	1	1	1	1
37568	0	1	0	0	1
43411	1	1	1	0	1
21249	1	1	1	1	1
1806	0	0	0	0	0
3786	1	1	1	0	1
3787	0	0	0	0	0
8993	1	1	1	1	1
3788	0	1	0	0	1
3789	1	1	1	1	1
12449	0	1	0	0	1
41201	1	1	1	1	1
45254	0	1	1	0	1
45253	1	1	1	0	1
41205	1	1	0	1	1
45522	1	1	0	0	1
26949	1	0	1	0	1
40159	0	0	0	0	0
44698	1	1	1	0	1
26940	0	0	1	0	1
44697	1	1	1	1	1
44123	0	1	1	0	1
40154	0	1	0	0	1
37692	0	0	0	0	0
37693	0	1	0	0	1
46628	0	1	0	0	1
37697	0	1	1	0	1
37695	0	0	0	0	0
37698	1	1	1	1	1
49427	0	0	0	0	0
14071	0	1	1	0	1
49421	1	1	1	1	1
14073	0	0	0	0	0
3258	1	1	1	1	1
31104	1	1	1	1	1
1942	0	1	1	0	1
3252	1	1	1	0	1
3254	1	1	1	1	1
47789	0	0	0	0	0
3256	0	0	0	0	0
13243	1	1	1	1	1
13242	1	1	1	1	1
13241	1	1	1	0	1
13248	1	1	1	1	1
31101	0	0	0	0	0
2859	1	1	0	1	1
2858	1	1	1	1	1
29635	0	1	1	0	1
21135	1	1	1	1	1
2850	1	1	1	1	1
2853	0	0	0	0	0
2852	1	1	1	1	1
2857	1	1	1	1	1
44345	0	0	0	0	0
5460	0	0	0	0	0
1494	0	0	0	0	0
5464	1	1	1	0	1
14211	1	1	1	1	1
5468	1	1	1	1	1
3339	0	0	0	0	0
28534	1	1	1	1	1
14214	1	1	0	1	1
14217	1	1	1	0	1
14216	1	1	0	0	1
30516	0	1	0	0	1
38768	1	1	1	1	1
48596	1	1	1	1	1
48594	1	1	1	1	1
38761	1	1	1	0	1
48598	0	1	0	0	1
38766	0	1	0	0	1
38764	0	0	0	0	0
36615	1	1	1	0	1
1391	0	0	0	0	0
47784	1	1	1	1	1
18170	1	1	1	1	1
18178	1	1	1	1	1
39665	0	1	0	0	1
41816	1	1	1	0	1
50496	1	1	1	1	1
33771	1	1	1	1	1
37091	0	1	1	0	1
524	0	0	0	0	0
40335	0	1	0	0	1
29911	1	0	1	1	1
29914	1	1	1	0	1
23494	1	1	1	1	1
29919	1	1	1	1	1
40848	0	1	1	0	1
40338	1	1	1	1	1
23662	1	1	1	1	1
28391	0	1	0	0	1
23661	0	1	1	0	1
1230	1	1	1	1	1
47643	0	0	0	0	0
23664	1	0	1	0	1
47641	0	1	1	0	1
8933	0	1	1	0	1
47648	0	0	0	0	0
8287	0	0	0	0	0
48927	0	1	0	0	1
27714	0	0	0	0	0
48925	1	1	1	0	1
48929	0	0	0	0	0
15813	1	1	1	1	1
25977	0	0	0	0	0
25978	0	1	0	1	1
25979	0	0	0	1	1
15030	0	1	1	0	1
6507	1	0	1	0	1
34624	0	0	0	0	0
6504	1	1	1	1	1
31170	0	1	1	0	1
39499	1	1	1	1	1
29629	1	1	1	1	1
39493	0	0	0	0	0
29626	1	1	1	1	1
39491	0	0	0	0	0
29623	1	1	1	1	1
32479	0	0	0	0	0
23489	1	1	1	1	1
23486	0	1	0	0	1
23487	0	0	0	0	0
3801	1	1	1	1	1
23483	1	1	1	1	1
23480	1	1	1	0	1
3802	1	1	1	1	1
8462	1	1	0	1	1
15146	1	1	1	0	1
34618	1	1	1	1	1
39142	0	0	0	0	0
39143	1	1	1	1	1
39145	1	1	1	1	1
39147	1	1	1	0	1
15517	1	1	1	1	1
7558	1	1	1	1	1
50048	0	1	0	0	1
50044	0	1	0	0	1
50045	1	1	1	1	1
31397	1	1	1	1	1
31396	1	1	1	0	1
7556	0	0	0	0	0
50042	0	1	0	0	1
50511	0	1	0	0	1
19629	1	1	1	1	1
16108	0	1	0	0	1
16100	1	1	1	1	1
19627	1	1	0	1	1
32614	0	1	0	0	1
32617	0	1	0	0	1
19336	1	1	1	1	1
22282	1	1	1	1	1
22281	0	1	1	0	1
22285	1	1	1	1	1
22535	1	1	1	1	1
22288	0	1	0	0	1
22533	0	1	1	0	1
13885	0	1	0	0	1
13884	1	1	1	1	1
13886	0	0	0	0	0
51052	0	0	0	0	0
13883	1	1	1	1	1
26444	1	1	1	1	1
13889	1	1	1	1	1
7177	0	0	0	0	0
25628	0	0	0	0	0
24622	1	1	1	1	1
24621	1	1	1	1	1
24620	1	1	1	1	1
24624	1	1	1	1	1
24978	1	1	1	1	1
46443	0	0	0	0	0
24972	1	1	1	1	1
46192	1	0	0	1	1
24977	0	1	0	0	1
24974	0	0	0	0	0
14493	0	0	0	0	0
38969	0	0	0	0	0
33910	0	1	1	0	1
38965	0	0	0	0	0
22750	1	1	1	1	1
22755	1	1	1	1	1
22754	0	0	0	0	0
38963	1	1	1	1	1
31822	1	1	1	1	1
31821	0	0	0	0	0
26198	0	0	0	0	0
43013	0	1	0	0	1
36868	0	0	0	0	0
43547	1	1	1	0	1
43010	0	0	0	0	0
26193	1	1	1	1	1
26192	0	0	0	0	0
26191	1	1	1	1	1
2225	1	1	1	1	1
43019	1	1	1	1	1
43018	0	1	1	0	1
33699	0	1	0	0	1
14367	1	1	1	1	1
50056	1	1	1	1	1
17500	1	1	1	1	1
17509	0	0	0	0	0
10720	0	1	0	0	1
4505	1	1	1	1	1
4504	0	0	0	0	0
4506	1	1	1	1	1
4501	0	1	0	0	1
41949	0	0	0	0	0
4502	1	1	0	0	1
41945	0	0	0	0	0
36861	1	1	1	1	1
13478	0	1	0	0	1
4508	1	1	1	1	1
2088	0	1	0	0	1
25089	1	1	1	1	1
2082	1	1	1	1	1
35683	0	0	0	0	0
2084	1	1	1	1	1
17761	0	0	0	0	0
27956	0	1	1	0	1
27957	0	0	0	0	0
20671	0	1	0	0	1
27953	0	0	0	0	0
17768	0	0	0	0	0
37093	0	1	0	0	1
27958	0	0	0	0	0
27959	1	1	1	1	1
9954	1	1	1	1	1
37899	1	1	1	1	1
36570	0	1	1	0	1
36576	1	0	0	1	1
42766	0	0	0	0	0
46224	0	0	0	0	0
42947	1	1	1	1	1
46221	0	0	0	0	0
42761	0	0	0	0	0
46999	0	1	0	0	1
46998	0	1	0	0	1
20907	0	1	0	0	1
20904	1	1	1	1	1
19347	0	0	1	0	1
48104	1	1	1	1	1
41418	1	1	1	1	1
48106	0	1	0	0	1
48109	1	1	1	1	1
27489	1	1	1	1	1
41412	1	1	1	0	1
5211	1	1	1	1	1
37096	0	1	1	0	1
6168	0	1	0	0	1
44597	1	1	1	0	1
44596	0	1	0	1	1
9951	0	1	0	0	1
44593	1	1	1	1	1
44592	1	1	1	1	1
7313	0	1	0	0	1
39705	1	1	1	1	1
11902	1	1	1	1	1
33436	1	1	1	1	1
4738	0	1	0	0	1
11904	1	1	1	1	1
11908	0	1	0	0	1
18414	1	1	1	1	1
18412	1	1	1	1	1
45282	0	0	0	0	0
15625	1	1	1	0	1
15623	1	1	1	1	1
26181	0	1	1	0	1
12900	0	0	0	0	0
10233	0	0	0	0	0
9016	1	1	1	1	1
10230	0	1	0	0	1
10234	0	1	0	0	1
7039	1	1	1	1	1
10239	0	0	0	1	1
49854	1	1	1	0	1
21507	1	1	1	1	1
24021	1	1	0	1	1
21500	1	1	1	1	1
49853	1	1	1	1	1
24029	1	1	1	1	1
49858	0	0	0	0	0
26006	0	1	0	0	1
7420	0	0	0	0	0
37224	0	1	0	0	1
15489	1	1	1	1	1
30701	1	1	1	1	1
30703	1	1	1	0	1
30702	0	1	0	0	1
15487	0	1	0	0	1
30707	0	0	0	0	0
13713	1	1	1	1	1
50211	0	1	1	0	1
7786	1	1	1	1	1
50218	1	1	1	1	1
7780	1	1	1	1	1
19294	1	1	1	1	1
14680	0	1	0	0	1
24367	1	1	1	1	1
24364	1	1	1	1	1
24365	0	1	0	0	1
14689	0	1	0	0	1
47818	1	1	1	0	1
1007	0	1	0	0	1
1005	1	1	1	1	1
47816	1	1	1	1	1
47815	1	1	1	0	1
1000	1	1	1	0	1
23812	0	0	0	0	0
50797	1	1	1	1	1
40644	1	1	1	1	1
40459	0	0	0	0	0
40453	1	1	1	1	1
4344	1	1	1	0	1
4343	0	0	0	0	0
4341	0	1	0	0	1
40455	1	1	1	1	1
28250	0	1	0	0	1
14538	1	1	0	1	1
22830	1	1	1	1	1
11014	0	1	1	0	1
14533	0	1	1	0	1
17889	0	1	0	0	1
17888	0	1	0	0	1
8617	0	1	0	0	1
8616	0	1	1	0	1
17881	1	1	1	1	1
17883	1	1	1	1	1
45829	1	1	1	0	1
43228	1	1	1	1	1
11335	1	0	1	1	1
19102	1	1	1	1	1
51033	1	1	1	1	1
19101	0	1	0	0	1
51037	1	1	1	0	1
32864	1	1	1	1	1
32865	1	1	1	1	1
29541	0	1	0	0	1
32869	1	0	1	1	1
5713	0	1	0	0	1
5712	1	1	1	1	1
49367	1	1	1	1	1
14487	1	1	1	1	1
35486	1	1	1	1	1
23346	1	1	0	1	1
47101	1	1	1	1	1
47100	1	1	1	1	1
23342	0	1	0	0	1
11485	0	0	0	0	0
47108	1	1	1	1	1
18737	0	1	0	0	1
23838	1	1	1	0	1
34823	1	1	1	0	1
27103	1	0	1	1	1
20505	1	1	1	1	1
43488	0	1	0	0	1
43959	0	1	0	0	1
43484	1	0	1	1	1
43485	0	0	0	0	0
43486	1	1	1	1	1
43487	0	0	0	0	0
43953	0	0	0	0	0
30821	0	0	0	0	0
